,Player Id,Team,Games Played,Total Tackles,Birth Place,Birthday,Experience,Height (inches),Name,Weight (lbs),Years Played
26,joetafoya/2504656,Seattle Seahawks,15,29,"San Luis Obispo Co. , CA",9/6/1978,7 Seasons,76.0,"Tafoya, Joe",258.0,2001 - 2008
27,joetafoya/2504656,Chicago Bears,16,17,"San Luis Obispo Co. , CA",9/6/1978,7 Seasons,76.0,"Tafoya, Joe",258.0,2001 - 2008
28,joetafoya/2504656,Chicago Bears,14,14,"San Luis Obispo Co. , CA",9/6/1978,7 Seasons,76.0,"Tafoya, Joe",258.0,2001 - 2008
29,joetafoya/2504656,Chicago Bears,5,1,"San Luis Obispo Co. , CA",9/6/1978,7 Seasons,76.0,"Tafoya, Joe",258.0,2001 - 2008
30,bryanhall/2530581,Baltimore Ravens,5,3,"Carbondale , IL",9/12/1988,3 Seasons,72.0,"Hall, Bryan",280.0,2011 - 2013
31,fredweary/2503572,St. Louis Rams,11,10,"Jacksonville , FL",4/12/1974,6 Seasons,70.0,"Weary, Fred",181.0,1998 - 2003
32,fredweary/2503572,Atlanta Falcons,16,23,"Jacksonville , FL",4/12/1974,6 Seasons,70.0,"Weary, Fred",181.0,1998 - 2003
33,fredweary/2503572,New Orleans Saints,14,20,"Jacksonville , FL",4/12/1974,6 Seasons,70.0,"Weary, Fred",181.0,1998 - 2003
34,fredweary/2503572,New Orleans Saints,12,--,"Jacksonville , FL",4/12/1974,6 Seasons,70.0,"Weary, Fred",181.0,1998 - 2003
35,fredweary/2503572,New Orleans Saints,16,--,"Jacksonville , FL",4/12/1974,6 Seasons,70.0,"Weary, Fred",181.0,1998 - 2003
36,fredweary/2503572,New Orleans Saints,14,--,"Jacksonville , FL",4/12/1974,6 Seasons,70.0,"Weary, Fred",181.0,1998 - 2003
37,jasonbaker/2504395,Carolina Panthers,16,2,"Fort Wayne , IN",5/17/1978,11 Seasons,74.0,"Baker, Jason",205.0,2001 - 2011
38,jasonbaker/2504395,Carolina Panthers,16,3,"Fort Wayne , IN",5/17/1978,11 Seasons,74.0,"Baker, Jason",205.0,2001 - 2011
39,jasonbaker/2504395,Carolina Panthers,16,3,"Fort Wayne , IN",5/17/1978,11 Seasons,74.0,"Baker, Jason",205.0,2001 - 2011
40,jasonbaker/2504395,Carolina Panthers,16,1,"Fort Wayne , IN",5/17/1978,11 Seasons,74.0,"Baker, Jason",205.0,2001 - 2011
41,jasonbaker/2504395,Carolina Panthers,16,2,"Fort Wayne , IN",5/17/1978,11 Seasons,74.0,"Baker, Jason",205.0,2001 - 2011
42,jasonbaker/2504395,Carolina Panthers,16,1,"Fort Wayne , IN",5/17/1978,11 Seasons,74.0,"Baker, Jason",205.0,2001 - 2011
43,jasonbaker/2504395,Carolina Panthers,16,2,"Fort Wayne , IN",5/17/1978,11 Seasons,74.0,"Baker, Jason",205.0,2001 - 2011
44,jasonbaker/2504395,Denver Broncos,4,1,"Fort Wayne , IN",5/17/1978,11 Seasons,74.0,"Baker, Jason",205.0,2001 - 2011
45,jasonbaker/2504395,Indianapolis Colts,4,1,"Fort Wayne , IN",5/17/1978,11 Seasons,74.0,"Baker, Jason",205.0,2001 - 2011
46,jasonbaker/2504395,Kansas City Chiefs,2,0,"Fort Wayne , IN",5/17/1978,11 Seasons,74.0,"Baker, Jason",205.0,2001 - 2011
47,jasonbaker/2504395,Kansas City Chiefs,16,5,"Fort Wayne , IN",5/17/1978,11 Seasons,74.0,"Baker, Jason",205.0,2001 - 2011
48,jasonbaker/2504395,Philadelphia Eagles,2,0,"Fort Wayne , IN",5/17/1978,11 Seasons,74.0,"Baker, Jason",205.0,2001 - 2011
49,jasonbaker/2504395,San Francisco 49ers,11,0,"Fort Wayne , IN",5/17/1978,11 Seasons,74.0,"Baker, Jason",205.0,2001 - 2011
50,jasonbaker/2504395,San Francisco 49ers,16,3,"Fort Wayne , IN",5/17/1978,11 Seasons,74.0,"Baker, Jason",205.0,2001 - 2011
51,fabianwashington/2506362,Baltimore Ravens,14,31,"Bradenton , FL",6/9/1983,7 Seasons,71.0,"Washington, Fabian",175.0,2005 - 2011
52,fabianwashington/2506362,Baltimore Ravens,10,37,"Bradenton , FL",6/9/1983,7 Seasons,71.0,"Washington, Fabian",175.0,2005 - 2011
53,fabianwashington/2506362,Baltimore Ravens,12,31,"Bradenton , FL",6/9/1983,7 Seasons,71.0,"Washington, Fabian",175.0,2005 - 2011
54,fabianwashington/2506362,Oakland Raiders,15,40,"Bradenton , FL",6/9/1983,7 Seasons,71.0,"Washington, Fabian",175.0,2005 - 2011
55,fabianwashington/2506362,Oakland Raiders,14,40,"Bradenton , FL",6/9/1983,7 Seasons,71.0,"Washington, Fabian",175.0,2005 - 2011
56,fabianwashington/2506362,Oakland Raiders,16,43,"Bradenton , FL",6/9/1983,7 Seasons,71.0,"Washington, Fabian",175.0,2005 - 2011
57,jasonwebster/2504264,New England Patriots,3,5,"Houston , TX",9/8/1977,9 Seasons,69.0,"Webster, Jason",187.0,2000 - 2008
58,jasonwebster/2504264,Buffalo Bills,1,3,"Houston , TX",9/8/1977,9 Seasons,69.0,"Webster, Jason",187.0,2000 - 2008
59,jasonwebster/2504264,Atlanta Falcons,8,49,"Houston , TX",9/8/1977,9 Seasons,69.0,"Webster, Jason",187.0,2000 - 2008
60,jasonwebster/2504264,Atlanta Falcons,15,79,"Houston , TX",9/8/1977,9 Seasons,69.0,"Webster, Jason",187.0,2000 - 2008
61,jasonwebster/2504264,Atlanta Falcons,10,40,"Houston , TX",9/8/1977,9 Seasons,69.0,"Webster, Jason",187.0,2000 - 2008
62,jasonwebster/2504264,San Francisco 49ers,5,10,"Houston , TX",9/8/1977,9 Seasons,69.0,"Webster, Jason",187.0,2000 - 2008
63,jasonwebster/2504264,San Francisco 49ers,16,85,"Houston , TX",9/8/1977,9 Seasons,69.0,"Webster, Jason",187.0,2000 - 2008
64,jasonwebster/2504264,San Francisco 49ers,16,75,"Houston , TX",9/8/1977,9 Seasons,69.0,"Webster, Jason",187.0,2000 - 2008
65,jasonwebster/2504264,San Francisco 49ers,16,--,"Houston , TX",9/8/1977,9 Seasons,69.0,"Webster, Jason",187.0,2000 - 2008
66,tonyelliott/2513563,New Orleans Saints,14,--,"New York , NY",4/23/1959,7 Seasons,74.0,"Elliott, Tony",282.0,1982 - 1988
67,tonyelliott/2513563,New Orleans Saints,14,--,"New York , NY",4/23/1959,7 Seasons,74.0,"Elliott, Tony",282.0,1982 - 1988
68,tonyelliott/2513563,New Orleans Saints,15,--,"New York , NY",4/23/1959,7 Seasons,74.0,"Elliott, Tony",282.0,1982 - 1988
69,tonyelliott/2513563,New Orleans Saints,16,--,"New York , NY",4/23/1959,7 Seasons,74.0,"Elliott, Tony",282.0,1982 - 1988
70,tonyelliott/2513563,New Orleans Saints,4,--,"New York , NY",4/23/1959,7 Seasons,74.0,"Elliott, Tony",282.0,1982 - 1988
71,tonyelliott/2513563,New Orleans Saints,12,--,"New York , NY",4/23/1959,7 Seasons,74.0,"Elliott, Tony",282.0,1982 - 1988
72,tonyelliott/2513563,New Orleans Saints,9,--,"New York , NY",4/23/1959,7 Seasons,74.0,"Elliott, Tony",282.0,1982 - 1988
73,ericframpton/2495605,New Orleans Saints,2,2,"San Jose , CA",2/6/1984,7 Seasons,71.0,"Frampton, Eric",202.0,2007 - 2013
74,ericframpton/2495605,Dallas Cowboys,13,30,"San Jose , CA",2/6/1984,7 Seasons,71.0,"Frampton, Eric",202.0,2007 - 2013
75,ericframpton/2495605,Minnesota Vikings,16,20,"San Jose , CA",2/6/1984,7 Seasons,71.0,"Frampton, Eric",202.0,2007 - 2013
76,ericframpton/2495605,Minnesota Vikings,14,14,"San Jose , CA",2/6/1984,7 Seasons,71.0,"Frampton, Eric",202.0,2007 - 2013
77,ericframpton/2495605,Minnesota Vikings,16,18,"San Jose , CA",2/6/1984,7 Seasons,71.0,"Frampton, Eric",202.0,2007 - 2013
78,ericframpton/2495605,Minnesota Vikings,16,12,"San Jose , CA",2/6/1984,7 Seasons,71.0,"Frampton, Eric",202.0,2007 - 2013
79,ericframpton/2495605,Minnesota Vikings,9,11,"San Jose , CA",2/6/1984,7 Seasons,71.0,"Frampton, Eric",202.0,2007 - 2013
80,ericframpton/2495605,Detroit Lions,5,3,"San Jose , CA",2/6/1984,7 Seasons,71.0,"Frampton, Eric",202.0,2007 - 2013
81,paulcarrington/2506618,Denver Broncos,0,0,"Savannah , GA",11/11/1982,3 Seasons,79.0,"Carrington, Paul",270.0,2006 - 2008
82,paulcarrington/2506618,Atlanta Falcons,15,37,"Savannah , GA",11/11/1982,3 Seasons,79.0,"Carrington, Paul",270.0,2006 - 2008
83,tommymaddox/2501842,Pittsburgh Steelers,4,1,"Shreveport , LA",9/2/1971,9 Seasons,76.0,"Maddox, Tommy",219.0,1992 - 2005
84,tommymaddox/2501842,Pittsburgh Steelers,4,0,"Shreveport , LA",9/2/1971,9 Seasons,76.0,"Maddox, Tommy",219.0,1992 - 2005
85,tommymaddox/2501842,Pittsburgh Steelers,16,0,"Shreveport , LA",9/2/1971,9 Seasons,76.0,"Maddox, Tommy",219.0,1992 - 2005
86,tommymaddox/2501842,Pittsburgh Steelers,15,1,"Shreveport , LA",9/2/1971,9 Seasons,76.0,"Maddox, Tommy",219.0,1992 - 2005
87,tommymaddox/2501842,Pittsburgh Steelers,3,0,"Shreveport , LA",9/2/1971,9 Seasons,76.0,"Maddox, Tommy",219.0,1992 - 2005
88,tommymaddox/2501842,New York Giants,16,--,"Shreveport , LA",9/2/1971,9 Seasons,76.0,"Maddox, Tommy",219.0,1992 - 2005
89,tommymaddox/2501842,Los Angeles Rams,5,--,"Shreveport , LA",9/2/1971,9 Seasons,76.0,"Maddox, Tommy",219.0,1992 - 2005
90,tommymaddox/2501842,Denver Broncos,16,--,"Shreveport , LA",9/2/1971,9 Seasons,76.0,"Maddox, Tommy",219.0,1992 - 2005
91,tommymaddox/2501842,Denver Broncos,13,--,"Shreveport , LA",9/2/1971,9 Seasons,76.0,"Maddox, Tommy",219.0,1992 - 2005
92,dariuseubanks/2541703,Tampa Bay Buccaneers,0,0,"Fort Knox , KY",7/12/1991,3 Seasons,74.0,"Eubanks, Darius",222.0,2013 - 2015
93,dariuseubanks/2541703,Cleveland Browns,9,12,"Fort Knox , KY",7/12/1991,3 Seasons,74.0,"Eubanks, Darius",222.0,2013 - 2015
94,derrickjohnson/2506538,Atlanta Falcons,2,1,"Long Beach , CA",2/9/1982,3 Seasons,70.0,"Johnson, Derrick",186.0,2005 - 2008
95,derrickjohnson/2506538,Houston Texans,3,1,"Long Beach , CA",2/9/1982,3 Seasons,70.0,"Johnson, Derrick",186.0,2005 - 2008
96,derrickjohnson/2506538,San Francisco 49ers,14,41,"Long Beach , CA",2/9/1982,3 Seasons,70.0,"Johnson, Derrick",186.0,2005 - 2008
97,jerryball/2499510,Minnesota Vikings,13,--,"Beaumont , TX",12/15/1964,13 Seasons,73.0,"Ball, Jerry",330.0,1987 - 1999
98,jerryball/2499510,Cleveland Browns,3,--,"Beaumont , TX",12/15/1964,13 Seasons,73.0,"Ball, Jerry",330.0,1987 - 1999
99,jerryball/2499510,Minnesota Vikings,16,--,"Beaumont , TX",12/15/1964,13 Seasons,73.0,"Ball, Jerry",330.0,1987 - 1999
100,jerryball/2499510,Minnesota Vikings,12,--,"Beaumont , TX",12/15/1964,13 Seasons,73.0,"Ball, Jerry",330.0,1987 - 1999
101,jerryball/2499510,Oakland Raiders,16,--,"Beaumont , TX",12/15/1964,13 Seasons,73.0,"Ball, Jerry",330.0,1987 - 1999
102,jerryball/2499510,Oakland Raiders,15,--,"Beaumont , TX",12/15/1964,13 Seasons,73.0,"Ball, Jerry",330.0,1987 - 1999
103,jerryball/2499510,Los Angeles Raiders,16,--,"Beaumont , TX",12/15/1964,13 Seasons,73.0,"Ball, Jerry",330.0,1987 - 1999
104,jerryball/2499510,Cleveland Browns,16,--,"Beaumont , TX",12/15/1964,13 Seasons,73.0,"Ball, Jerry",330.0,1987 - 1999
105,jerryball/2499510,Detroit Lions,12,--,"Beaumont , TX",12/15/1964,13 Seasons,73.0,"Ball, Jerry",330.0,1987 - 1999
106,jerryball/2499510,Detroit Lions,13,--,"Beaumont , TX",12/15/1964,13 Seasons,73.0,"Ball, Jerry",330.0,1987 - 1999
107,jerryball/2499510,Detroit Lions,15,--,"Beaumont , TX",12/15/1964,13 Seasons,73.0,"Ball, Jerry",330.0,1987 - 1999
108,jerryball/2499510,Detroit Lions,16,--,"Beaumont , TX",12/15/1964,13 Seasons,73.0,"Ball, Jerry",330.0,1987 - 1999
109,jerryball/2499510,Detroit Lions,16,--,"Beaumont , TX",12/15/1964,13 Seasons,73.0,"Ball, Jerry",330.0,1987 - 1999
110,jerryball/2499510,Detroit Lions,12,--,"Beaumont , TX",12/15/1964,13 Seasons,73.0,"Ball, Jerry",330.0,1987 - 1999
111,jordancarstens/2505752,Carolina Panthers,1,2,"Carroll , IA",1/22/1981,3 Seasons,77.0,"Carstens, Jordan",300.0,2004 - 2006
112,jordancarstens/2505752,Carolina Panthers,16,35,"Carroll , IA",1/22/1981,3 Seasons,77.0,"Carstens, Jordan",300.0,2004 - 2006
113,jordancarstens/2505752,Carolina Panthers,12,13,"Carroll , IA",1/22/1981,3 Seasons,77.0,"Carstens, Jordan",300.0,2004 - 2006
114,orlandothomas/2503317,Minnesota Vikings,13,61,"Crowley , LA",10/21/1972,7 Seasons,73.0,"Thomas, Orlando",225.0,1995 - 2001
115,orlandothomas/2503317,Minnesota Vikings,9,--,"Crowley , LA",10/21/1972,7 Seasons,73.0,"Thomas, Orlando",225.0,1995 - 2001
116,orlandothomas/2503317,Minnesota Vikings,13,--,"Crowley , LA",10/21/1972,7 Seasons,73.0,"Thomas, Orlando",225.0,1995 - 2001
117,orlandothomas/2503317,Minnesota Vikings,16,--,"Crowley , LA",10/21/1972,7 Seasons,73.0,"Thomas, Orlando",225.0,1995 - 2001
118,orlandothomas/2503317,Minnesota Vikings,15,--,"Crowley , LA",10/21/1972,7 Seasons,73.0,"Thomas, Orlando",225.0,1995 - 2001
119,orlandothomas/2503317,Minnesota Vikings,16,--,"Crowley , LA",10/21/1972,7 Seasons,73.0,"Thomas, Orlando",225.0,1995 - 2001
120,orlandothomas/2503317,Minnesota Vikings,16,--,"Crowley , LA",10/21/1972,7 Seasons,73.0,"Thomas, Orlando",225.0,1995 - 2001
121,titusyoung/2495253,Detroit Lions,10,1,"Los Angeles , CA",8/21/1989,2 Seasons,71.0,"Young, Titus",174.0,2011 - 2012
122,titusyoung/2495253,Detroit Lions,16,0,"Los Angeles , CA",8/21/1989,2 Seasons,71.0,"Young, Titus",174.0,2011 - 2012
123,gilbertgardner/2506038,Chicago Bears,1,0,"Angleton , TX",5/9/1982,5 Seasons,73.0,"Gardner, Gilbert",228.0,2004 - 2008
124,gilbertgardner/2506038,Detroit Lions,2,0,"Angleton , TX",5/9/1982,5 Seasons,73.0,"Gardner, Gilbert",228.0,2004 - 2008
125,gilbertgardner/2506038,Tennessee Titans,13,11,"Angleton , TX",5/9/1982,5 Seasons,73.0,"Gardner, Gilbert",228.0,2004 - 2008
126,gilbertgardner/2506038,Indianapolis Colts,15,53,"Angleton , TX",5/9/1982,5 Seasons,73.0,"Gardner, Gilbert",228.0,2004 - 2008
127,gilbertgardner/2506038,Indianapolis Colts,11,27,"Angleton , TX",5/9/1982,5 Seasons,73.0,"Gardner, Gilbert",228.0,2004 - 2008
128,gilbertgardner/2506038,Indianapolis Colts,11,15,"Angleton , TX",5/9/1982,5 Seasons,73.0,"Gardner, Gilbert",228.0,2004 - 2008
129,rayfarmer/2500590,Philadelphia Eagles,2,--,"White Plains , NY",7/1/1974,3 Seasons,75.0,"Farmer, Ray",225.0,1996 - 1998
130,rayfarmer/2500590,Philadelphia Eagles,14,--,"White Plains , NY",7/1/1974,3 Seasons,75.0,"Farmer, Ray",225.0,1996 - 1998
131,rayfarmer/2500590,Philadelphia Eagles,16,--,"White Plains , NY",7/1/1974,3 Seasons,75.0,"Farmer, Ray",225.0,1996 - 1998
132,cliftongeathers/496784,Pittsburgh Steelers,0,0,"Georgetown , SC",12/11/1987,6 Seasons,80.0,"Geathers, Clifton",325.0,2010 - 2015
133,cliftongeathers/496784,Washington Redskins,6,6,"Georgetown , SC",12/11/1987,6 Seasons,80.0,"Geathers, Clifton",325.0,2010 - 2015
134,cliftongeathers/496784,Philadelphia Eagles,16,13,"Georgetown , SC",12/11/1987,6 Seasons,80.0,"Geathers, Clifton",325.0,2010 - 2015
135,cliftongeathers/496784,Indianapolis Colts,8,5,"Georgetown , SC",12/11/1987,6 Seasons,80.0,"Geathers, Clifton",325.0,2010 - 2015
136,cliftongeathers/496784,Dallas Cowboys,5,0,"Georgetown , SC",12/11/1987,6 Seasons,80.0,"Geathers, Clifton",325.0,2010 - 2015
137,cliftongeathers/496784,Dallas Cowboys,1,0,"Georgetown , SC",12/11/1987,6 Seasons,80.0,"Geathers, Clifton",325.0,2010 - 2015
138,cliftongeathers/496784,Seattle Seahawks,0,0,"Georgetown , SC",12/11/1987,6 Seasons,80.0,"Geathers, Clifton",325.0,2010 - 2015
139,cliftongeathers/496784,Miami Dolphins,1,0,"Georgetown , SC",12/11/1987,6 Seasons,80.0,"Geathers, Clifton",325.0,2010 - 2015
140,jasonbanks/2507366,Arizona Cardinals,1,2,"Baton Rouge , LA",5/8/1985,2 Seasons,77.0,"Banks, Jason",296.0,2008 - 2009
141,miketeeter/2503272,Carolina Panthers,0,--,"Grand Haven , MI",10/4/1967,4 Seasons,74.0,"Teeter, Mike",275.0,1991 - 1995
142,miketeeter/2503272,Houston Oilers,14,--,"Grand Haven , MI",10/4/1967,4 Seasons,74.0,"Teeter, Mike",275.0,1991 - 1995
143,miketeeter/2503272,Houston Oilers,14,--,"Grand Haven , MI",10/4/1967,4 Seasons,74.0,"Teeter, Mike",275.0,1991 - 1995
144,miketeeter/2503272,Minnesota Vikings,1,--,"Grand Haven , MI",10/4/1967,4 Seasons,74.0,"Teeter, Mike",275.0,1991 - 1995
145,johncarlson/1966,Arizona Cardinals,16,0,"St. Cloud , MN",5/12/1984,7 Seasons,77.0,"Carlson, John",248.0,2008 - 2014
146,johncarlson/1966,Minnesota Vikings,13,3,"St. Cloud , MN",5/12/1984,7 Seasons,77.0,"Carlson, John",248.0,2008 - 2014
147,johncarlson/1966,Minnesota Vikings,14,0,"St. Cloud , MN",5/12/1984,7 Seasons,77.0,"Carlson, John",248.0,2008 - 2014
148,johncarlson/1966,Seattle Seahawks,15,2,"St. Cloud , MN",5/12/1984,7 Seasons,77.0,"Carlson, John",248.0,2008 - 2014
149,johncarlson/1966,Seattle Seahawks,16,4,"St. Cloud , MN",5/12/1984,7 Seasons,77.0,"Carlson, John",248.0,2008 - 2014
150,johncarlson/1966,Seattle Seahawks,16,7,"St. Cloud , MN",5/12/1984,7 Seasons,77.0,"Carlson, John",248.0,2008 - 2014
151,chrischambers/2504695,Kansas City Chiefs,13,1,"Cleveland , OH",8/12/1978,10 Seasons,71.0,"Chambers, Chris",210.0,2001 - 2010
152,chrischambers/2504695,Kansas City Chiefs,9,3,"Cleveland , OH",8/12/1978,10 Seasons,71.0,"Chambers, Chris",210.0,2001 - 2010
153,chrischambers/2504695,San Diego Chargers,7,1,"Cleveland , OH",8/12/1978,10 Seasons,71.0,"Chambers, Chris",210.0,2001 - 2010
154,chrischambers/2504695,San Diego Chargers,14,1,"Cleveland , OH",8/12/1978,10 Seasons,71.0,"Chambers, Chris",210.0,2001 - 2010
155,chrischambers/2504695,San Diego Chargers,10,1,"Cleveland , OH",8/12/1978,10 Seasons,71.0,"Chambers, Chris",210.0,2001 - 2010
156,chrischambers/2504695,Miami Dolphins,6,1,"Cleveland , OH",8/12/1978,10 Seasons,71.0,"Chambers, Chris",210.0,2001 - 2010
157,chrischambers/2504695,Miami Dolphins,16,1,"Cleveland , OH",8/12/1978,10 Seasons,71.0,"Chambers, Chris",210.0,2001 - 2010
158,chrischambers/2504695,Miami Dolphins,16,3,"Cleveland , OH",8/12/1978,10 Seasons,71.0,"Chambers, Chris",210.0,2001 - 2010
159,chrischambers/2504695,Miami Dolphins,15,3,"Cleveland , OH",8/12/1978,10 Seasons,71.0,"Chambers, Chris",210.0,2001 - 2010
160,chrischambers/2504695,Miami Dolphins,16,5,"Cleveland , OH",8/12/1978,10 Seasons,71.0,"Chambers, Chris",210.0,2001 - 2010
161,chrischambers/2504695,Miami Dolphins,15,2,"Cleveland , OH",8/12/1978,10 Seasons,71.0,"Chambers, Chris",210.0,2001 - 2010
162,chrischambers/2504695,Miami Dolphins,16,8,"Cleveland , OH",8/12/1978,10 Seasons,71.0,"Chambers, Chris",210.0,2001 - 2010
163,colinallred/2506654,Tennessee Titans,5,5,"Dallas , TX",4/15/1983,4 Seasons,73.0,"Allred, Colin",242.0,2006 - 2010
164,colinallred/2506654,Tennessee Titans,12,19,"Dallas , TX",4/15/1983,4 Seasons,73.0,"Allred, Colin",242.0,2006 - 2010
165,colinallred/2506654,Tennessee Titans,12,19,"Dallas , TX",4/15/1983,4 Seasons,73.0,"Allred, Colin",242.0,2006 - 2010
166,colinallred/2506654,Tennessee Titans,3,3,"Dallas , TX",4/15/1983,4 Seasons,73.0,"Allred, Colin",242.0,2006 - 2010
167,leonlett/2501733,Denver Broncos,12,12,"Mobile , AL",10/12/1968,11 Seasons,78.0,"Lett, Leon",290.0,1991 - 2001
168,leonlett/2501733,Dallas Cowboys,9,--,"Mobile , AL",10/12/1968,11 Seasons,78.0,"Lett, Leon",290.0,1991 - 2001
169,leonlett/2501733,Dallas Cowboys,8,--,"Mobile , AL",10/12/1968,11 Seasons,78.0,"Lett, Leon",290.0,1991 - 2001
170,leonlett/2501733,Dallas Cowboys,16,--,"Mobile , AL",10/12/1968,11 Seasons,78.0,"Lett, Leon",290.0,1991 - 2001
171,leonlett/2501733,Dallas Cowboys,3,--,"Mobile , AL",10/12/1968,11 Seasons,78.0,"Lett, Leon",290.0,1991 - 2001
172,leonlett/2501733,Dallas Cowboys,13,--,"Mobile , AL",10/12/1968,11 Seasons,78.0,"Lett, Leon",290.0,1991 - 2001
173,leonlett/2501733,Dallas Cowboys,12,--,"Mobile , AL",10/12/1968,11 Seasons,78.0,"Lett, Leon",290.0,1991 - 2001
174,leonlett/2501733,Dallas Cowboys,16,--,"Mobile , AL",10/12/1968,11 Seasons,78.0,"Lett, Leon",290.0,1991 - 2001
175,leonlett/2501733,Dallas Cowboys,11,--,"Mobile , AL",10/12/1968,11 Seasons,78.0,"Lett, Leon",290.0,1991 - 2001
176,leonlett/2501733,Dallas Cowboys,16,--,"Mobile , AL",10/12/1968,11 Seasons,78.0,"Lett, Leon",290.0,1991 - 2001
177,leonlett/2501733,Dallas Cowboys,5,--,"Mobile , AL",10/12/1968,11 Seasons,78.0,"Lett, Leon",290.0,1991 - 2001
178,rayshunreed/2505722,San Francisco 49ers,7,6,"Columbus , GA",4/10/1981,1 Season,69.0,"Reed, Rayshun",185.0,2004 - 2006
179,gregestandia/2506635,Cleveland Browns,4,0,"Thousand Oaks , CA",11/18/1982,5 Seasons,80.0,"Estandia, Greg",266.0,2006 - 2010
180,gregestandia/2506635,Jacksonville Jaguars,2,1,"Thousand Oaks , CA",11/18/1982,5 Seasons,80.0,"Estandia, Greg",266.0,2006 - 2010
181,gregestandia/2506635,Jacksonville Jaguars,16,3,"Thousand Oaks , CA",11/18/1982,5 Seasons,80.0,"Estandia, Greg",266.0,2006 - 2010
